accidentId,severity,eventDate,side,city,county,state,zipcode,temperature_F,windChill_F,humidity_perc,pressure_in,visibility_mi,windDirection,windSpeed_mph,precipitation_in,weatherCondition,sunriseSunset
A-381470,2,2021-11-14,R,Sacramento,Sacramento,CA,95821-6008,55,55,100,30.05,6,WNW,3,0,Cloudy,Day
A-31646,2,2016-11-30,R,Memphis,Shelby,TN,38122,50,,48,29.89,10,West,6.9,,Partly Cloudy,Night
A-552746,2,2021-06-11,R,La Habra,Orange,CA,90631,81,81,34,29.76,10,S,7,0,Fair,Day
A-991703,2,2021-12-15,R,Lafayette,Contra Costa,CA,94549,55,55,57,30.04,10,S,17,0,Mostly Cloudy,Day
A-460955,2,2021-06-15,R,Osseo,Hennepin,MN,55369,76,76,43,29.18,10,ENE,6,0,Fair,Day
A-223547,2,2017-07-18,R,Sacramento,Sacramento,CA,95864,60.8,,55,29.91,10,South,4.6,,Clear,Day
A-619966,2,2021-12-15,R,Baldwin Park,Los Angeles,CA,91706,56,56,47,30.08,10,SSW,8,0,Fair,Day
A-754565,2,2021-07-31,R,Artesia,Los Angeles,CA,90701,78,78,52,29.96,10,W,8,0,Fair,Day
A-202561,3,2017-06-07,R,Westminster,Carroll,MD,21157,60.8,,82,29.98,10,SE,5.8,,Overcast,Day
A-584250,2,2021-07-26,R,Port Trevorton,Snyder,PA,17864,74,74,87,29.44,10,CALM,0,0,Mostly Cloudy,Night
A-704330,2,2021-03-04,R,Knoxville,Knox,TN,37917,51,51,41,29.04,10,N,9,0,Fair,Night
A-20743,2,2016-11-28,R,Catoosa,Rogers,OK,74015,63,,37,29.31,10,West,18.4,,Scattered Clouds,Day
A-458232,2,2021-09-24,R,Miami,Miami-Dade,FL,33178,77,77,100,29.92,10,CALM,0,0,Partly Cloudy,Day
A-520047,2,2021-04-17,R,Manhasset,Nassau,NY,11030,54,54,43,29.74,10,NW,8,0,Mostly Cloudy,Day
A-924592,2,2021-09-15,R,Whittier,Los Angeles,CA,90601,82,82,44,29.74,10,S,7,0,Fair,Day
A-815044,2,2021-12-17,L,North Miami,Miami-Dade,FL,33181-3111,80,80,67,30.15,10,E,15,0,Mostly Cloudy,Day
A-54678,4,2016-11-15,R,Smyrna,Kent,DE,19977,59.9,,35,29.8,10,West,10.4,,Overcast,Day
A-909722,2,2021-04-27,R,Cypress,Harris,TX,77433,79,79,78,29.72,8,SE,9,0,Mostly Cloudy,Day
A-198566,2,2017-05-31,R,Los Angeles,Los Angeles,CA,90061,62.1,,80,29.89,10,ESE,5.8,,Overcast,Day
A-143565,2,2017-02-03,R,San Francisco,San Francisco,CA,94112,57,,81,29.99,4,SW,10.4,0.01,Light Rain,Night
A-554637,2,2021-09-12,R,Baton Rouge,East Baton Rouge,LA,70805,74,74,97,30.08,10,E,6,0,Mostly Cloudy,Night
A-775140,2,2021-03-01,R,Miami,Miami-Dade,FL,33161,73,73,81,30.06,10,SSE,8,0,Fair,Night
A-888137,2,2021-05-07,L,South Salt Lake,Salt Lake,UT,84119-3325,69,69,20,25.61,10,S,9,0,Fair,Night
A-473968,2,2021-09-16,R,Alpharetta,Fulton,GA,30009,72,72,91,28.99,10,CALM,0,0,Cloudy,Night
A-137453,2,2017-01-30,R,Charlotte,Mecklenburg,NC,28204,32,,61,29.92,10,Calm,,,Partly Cloudy,Night
A-959004,2,2021-12-27,R,Boron,Kern,CA,93516-1647,47,39,64,27.45,10,SSW,25,0,Fair / Windy,Day
A-229491,2,2021-05-16,R,Temple Hills,Prince George's,MD,20748,72,72,36,29.95,10,SSW,7,0,Mostly Cloudy,Day
A-375426,2,2021-11-01,R,Manakin Sabot,Goochland,VA,23103,65,65,48,29.96,10,N,5,0,Fair,Day
A-238919,2,2021-05-24,R,Land O Lakes,Pasco,FL,34639,73,73,69,30.17,10,CALM,0,0,Fair,Day
A-877148,2,2021-05-21,R,New Orleans,Orleans,LA,70118,77,77,84,30.16,4,E,18,0,Light Rain,Day
A-300320,2,2021-12-06,R,Lanham,Prince George's,MD,20706-1305,67,67,52,29.62,10,SSW,7,0,Cloudy,Night
A-159310,2,2017-03-21,L,Brooksville,Hernando,FL,34601-5761,78.1,,33,30.12,10,West,12.7,,Clear,Day
A-917815,2,2021-04-06,R,Redlands,San Bernardino,CA,92374,57,57,72,28.72,10,W,5,0,Fair,Night
A-425447,2,2021-12-29,L,Dallas,Dallas,TX,75231,67,67,54,29.26,10,CALM,0,0,Partly Cloudy,Night
A-511867,2,2021-03-14,R,Dallas,Dallas,TX,75247,67,67,79,29.42,8,SSE,9,0.02,Light Rain,Night
A-555075,2,2021-11-02,R,Midvale,Salt Lake,UT,84047,49,49,100,25.85,10,SE,3,0,Mostly Cloudy,Night
A-773875,2,2021-12-03,R,Massapequa Park,Nassau,NY,11762,44,39,38,29.91,10,WNW,10,0,Fair,Night
A-829390,2,2021-08-07,R,Miami,Miami-Dade,FL,33162,90,90,55,30.11,10,SE,12,0,Partly Cloudy,Day
A-431957,2,2021-12-12,L,Los Angeles,Los Angeles,CA,90007-1852,55,55,72,29.81,10,CALM,0,0,Fair,Night
A-727556,2,2021-12-17,L,Cutler Bay,Miami-Dade,FL,33157-7708,79,79,77,30.17,10,ESE,13,0,Fair,Day
A-981898,2,2021-04-13,R,Hempstead,Nassau,NY,11550,45,41,90,29.95,10,NE,8,0.02,Light Rain,Night
A-498950,2,2021-12-26,R,Cerritos,Los Angeles,CA,90703,54,54,90,29.85,10,SSW,8,0.04,Cloudy,Night
A-18548,2,2016-11-03,R,Kansas City,Clay,MO,64116,73,,38,30.27,10,NNW,3.5,,Clear,Day
A-731266,2,2021-10-21,R,Sarasota,Sarasota,FL,34239-6203,84,84,56,30.1,10,ESE,7,0,Partly Cloudy,Day
A-438857,2,2021-06-28,L,Forestville,Sonoma,CA,95436-9464,63,63,72,29.6,10,SSE,8,0,Fair,Night
A-405292,2,2021-06-16,R,Nashville,Davidson,TN,37208,85,85,36,29.37,10,N,10,0,Partly Cloudy,Day
A-148718,2,2017-04-02,R,Hopkins,Hennepin,MN,55305,50,,86,29.78,6,South,8.1,,Overcast,Night
A-642305,2,2021-11-20,R,Darien,Fairfield,CT,6820,36,36,73,29.95,10,CALM,0,0,Fair,Night
A-909292,2,2021-12-15,R,Dallas,Dallas,TX,75206,78,78,62,29.37,10,S,14,0,Mostly Cloudy,Day
A-705895,2,2021-09-01,R,Birmingham,Jefferson,AL,35209,76,76,85,29.16,10,CALM,0,0,Partly Cloudy,Day
A-897618,2,2021-09-02,R,Jacksonville,Duval,FL,32210,88,88,63,29.86,10,W,12,0,Mostly Cloudy,Day
A-452510,2,2021-11-02,R,Jacksonville,Duval,FL,32207,78,78,56,30.08,10,N,7,0,Partly Cloudy,Day
A-399667,2,2021-10-25,R,Waldorf,Charles,MD,20601-3155,72,72,59,29.6,10,SSW,14,0,Fair,Day
A-790028,2,2021-12-11,R,Grass Valley,Nevada,CA,95949-9144,45,45,61,26.82,10,CALM,0,0,Fair,Day
A-954140,2,2021-03-09,R,Sacramento,Sacramento,CA,95819,46,44,86,30.13,10,SE,5,0,Mostly Cloudy,Day
A-744875,2,2021-06-04,R,Niagara,Grand Forks,ND,58266,78,78,48,28.67,10,WSW,8,0,Fair,Day
A-669891,2,2021-09-13,R,Detroit,Wayne,MI,48223,64,64,93,29.27,10,NE,6,0,Cloudy,Night
A-843082,2,2021-09-18,R,Riverside,Riverside,CA,92501,67,67,68,29.21,10,VAR,3,0,Fair,Day
A-469448,2,2021-10-15,R,Summerfield,Marion,FL,34491-6307,79,79,69,29.87,10,ENE,6,0,Fair,Night
A-136035,3,2017-02-03,R,Kansas City,Jackson,MO,64127,26.1,17.6,55,30.53,10,NNE,8.1,,Overcast,Night
A-885701,2,2021-11-03,L,Ocoee,Orange,FL,34761-6955,71,71,87,29.98,10,N,7,0,Fair,Night
A-1028483,2,2021-11-15,R,Tampa,Hillsborough,FL,33610,70,70,49,30.16,10,NNE,3,0,Fair,Day
A-694250,2,2021-08-08,R,Chattanooga,Hamilton,TN,37411-1213,83,83,60,29.39,10,CALM,0,0,Mostly Cloudy,Day
A-174158,2,2017-04-07,R,Dayton,Montgomery,OH,45432,42.8,35.4,67,29.97,10,WNW,15,,Mostly Cloudy,Day
A-513395,2,2021-11-19,R,Denair,Stanislaus,CA,95316,61,61,72,30.04,4,NE,3,0,Haze,Day
A-233705,2,2021-12-26,R,Rochester,Thurston,WA,98579,32,25,100,29.22,0.5,SSE,8,0,Fog,Day
A-651515,2,2021-09-13,R,Charleston,Charleston,SC,29406-9013,85,85,55,30.12,10,ESE,7,0,Mostly Cloudy,Day
A-874173,2,2021-10-05,R,Glendale,Los Angeles,CA,91206,76,76,50,29.73,10,CALM,0,0,Fair,Day
A-172753,2,2017-04-03,R,Lisle,DuPage,IL,60532,48.9,,100,29.41,3,NE,9.2,0.03,Light Rain,Day
A-167880,3,2017-03-16,R,Orange,Orange,CA,92867,62.1,,70,30.08,10,Calm,,,Clear,Night
A-480236,2,2021-05-27,R,Hialeah,Miami-Dade,FL,33012,85,,46,30.14,10,,,0,Fair,Day
A-161431,2,2017-03-29,L,Lake Zurich,Lake,IL,60047,43,37.7,80,30.28,10,ENE,9.2,,Clear,Day
A-86550,4,2016-07-15,R,Ronkonkoma,Suffolk,NY,11779,77,,88,29.82,9,SSW,9.2,,Clear,Night
A-961107,2,2021-10-13,R,Dallas,Dallas,TX,75227-1604,75,75,94,29.36,10,SSE,13,0,Light Rain,Day
A-685460,2,2021-11-23,R,Miami,Miami-Dade,FL,33150,68,68,50,30.04,10,NNW,20,0,Fair,Day
A-439504,2,2021-05-31,R,Escondido,San Diego,CA,92029,62,62,75,29.59,10,SW,9,0,Mostly Cloudy,Day
A-771570,2,2021-12-04,L,Fort Myers,Lee,FL,33966,78,78,48,30.12,10,E,5,0,Fair,Day
A-269016,2,2021-11-04,R,Hermitage,Davidson,TN,37076-2641,49,45,41,29.61,10,N,8,0,Fair,Night
A-613710,2,2021-10-25,L,Largo,Pinellas,FL,33770,77,77,,29.95,10,S,8,0.18,Mostly Cloudy,Night
A-625795,2,2021-09-28,R,Centreville,Fairfax County,VA,20121,56,56,97,29.72,10,CALM,0,0,Fair,Day
A-458862,2,2021-10-26,R,Orlando,Orange,FL,32824-7801,76,76,91,29.8,10,WSW,8,0,Partly Cloudy,Day
A-56806,3,2016-11-22,R,Port Crane,Broome,NY,13833,27,16.7,81,30.17,6,NW,11.5,0,Overcast,Day
A-533241,2,2021-07-05,R,Centreville,Fairfax County,VA,20120,88,88,48,29.7,10,SSW,7,0,Mostly Cloudy,Day
A-163689,2,2017-02-14,R,Porter Ranch,Los Angeles,CA,91326,71,71,51,29.14,10,SE,9,0,Fair,Day
A-972079,2,2021-12-10,L,Winchester,Frederick,VA,22603-4818,50,50,50,29.25,10,CALM,0,0,Mostly Cloudy,Day
A-80641,2,2016-06-23,R,Newport News,Newport News,VA,23602,,,,,,,,,,Day
A-212741,2,2017-06-19,R,San Bruno,San Mateo,CA,94066,60.1,,78,29.77,10,WNW,11.5,,Partly Cloudy,Night
A-611511,2,2021-07-21,R,Forestville,Sonoma,CA,95436-9533,70,70,51,29.67,9,S,9,0,Fair,Day
A-280262,2,2021-11-12,R,Oreland,Montgomery,PA,19075,40,40,97,29.64,10,CALM,0,0,Fair,Night
A-824361,2,2021-07-18,R,Overton,Clark,NV,89040,93,93,36,27.98,10,SSW,12,0,Thunder,Day
A-502058,2,2021-05-06,R,New Rochelle,Westchester,NY,10804,51,51,63,29.45,10,NW,15,0,Fair,Day
A-663661,2,2021-03-23,R,Los Angeles,Los Angeles,CA,90001-1019,66,66,34,29.67,10,VAR,6,0,Fair,Day
A-77050,2,2016-09-01,R,Bronx,Bronx,NY,10452,79,,62,29.83,10,East,8.1,,Overcast,Day
A-605499,2,2021-08-05,L,Dallas,Dallas,TX,75231-8011,81,81,62,29.58,7,S,6,0,Partly Cloudy,Day
A-171716,2,2017-04-21,R,Dallas,Dallas,TX,75224,82,,56,29.71,10,South,10.4,,Clear,Day
A-744646,2,2021-04-07,R,Kissimmee,Osceola,FL,34741-4049,60,60,93,30,10,CALM,0,0,Fair,Night
A-50055,2,2016-10-30,R,Milton,Norfolk,MA,2186,,,,,,,,,,Night
A-219622,2,2017-07-20,R,Red Bank,Monmouth,NJ,7701,93.9,,44,29.91,10,West,10.4,,Clear,Day
A-384869,2,2021-12-07,R,Osseo,Hennepin,MN,55369,12,2,80,29.14,1,ESE,7,0,Light Snow,Day
A-768487,2,2021-12-23,R,Pueblo,Pueblo,CO,81005-2551,62,62,20,24.97,10,SE,7,0,Fair,Day
A-559138,2,2021-11-21,R,Aurora,Arapahoe,CO,80012,49,44,30,24.64,10,S,10,0,Fair,Day
A-69731,3,2016-08-07,R,Dania,Broward,FL,33004,81,,91,30.02,10,Variable,3.5,,Mostly Cloudy,Day
A-56840,2,2016-11-22,R,Manchester,Clay,KY,40962,54,,20,30.28,10,NE,5.8,,Clear,Day
A-244332,2,2021-10-19,L,Los Angeles,Los Angeles,CA,90001-4112,63,63,65,29.77,10,W,5,0,Fair,Day
A-267490,2,2021-04-08,R,Hampton,Hampton,VA,23661,61,61,83,30.04,10,ESE,15,0,Fair,Day
A-917029,2,2021-05-15,R,Jacksonville,Duval,FL,32254,65,65,70,30.18,10,ENE,5,0,Fair,Night
A-582969,2,2021-11-04,L,Nashville,Davidson,TN,37207,40,40,65,29.68,10,VAR,3,0,Fair,Day
A-756138,2,2021-12-01,R,Anaheim,Orange,CA,92807,62,62,78,29.94,4,VAR,3,0,Haze,Night
A-736029,2,2021-05-20,R,Hamtramck,Wayne,MI,48212,84,84,38,29.65,10,SSW,7,0,Fair,Day
A-471105,4,2021-07-26,R,Schuyler,Albemarle,VA,22969-1803,77,77,84,29.29,9,W,3,0.02,Mostly Cloudy,Night
A-50339,2,2016-10-31,R,Atlanta,Cobb,GA,30339,71.6,,56,30.09,10,Calm,,,Mostly Cloudy,Night
A-1036404,2,2021-11-17,R,Miami,Miami-Dade,FL,33186,76,76,82,30.13,10,E,9,0,Cloudy,Night
A-324367,2,2021-06-27,R,Dallas,Dallas,TX,75211,79,79,74,29.19,10,ESE,6,0,Fair,Night
A-927560,2,2021-12-01,L,Carmel,Monterey,CA,93923,63,63,41,29.81,10,ESE,5,0,Fair,Night
A-833198,2,2021-06-26,R,Lakeland,Washington,MN,55043,72,72,83,28.76,10,NE,7,0,Cloudy,Day
A-357142,2,2021-05-08,R,Mission Hills,Los Angeles,CA,91345,57,57,77,28.91,6,CALM,0,,Haze,Night
A-469341,2,2021-09-07,R,Comptche,Mendocino,CA,95427,76,76,33,29.26,10,SSE,3,0,Fair,Night
A-275853,2,2021-11-16,R,Ballston Spa,Saratoga,NY,12020-3112,34,30,87,29.64,15,W,5,0,Fair,Night
A-200207,2,2017-06-22,R,Humble,Harris,TX,77396,81,,79,29.7,10,WSW,13.8,0.01,Overcast,Day
A-654567,4,2021-09-17,R,Avon,Livingston,NY,14414,58,58,97,29.62,10,CALM,0,0,Partly Cloudy,Night
A-476267,2,2021-11-05,R,Upland,San Bernardino,CA,91786,61,61,56,28.95,10,CALM,0,0,Fair,Day
A-526817,2,2021-06-11,L,Gardena,Los Angeles,CA,90247-2639,74,74,46,29.85,10,W,13,0,Fair,Day
A-757110,2,2021-08-16,R,Sacramento,Sacramento,CA,95829-9333,68,68,68,29.66,8,CALM,0,,Fair,Day
A-966036,2,2021-10-22,L,Zephyrhills,Pasco,FL,33541,79,79,78,29.93,10,CALM,0,0,Fair,Day
A-67748,2,2016-10-19,R,Columbus,Franklin,OH,43230,64,,93,30.07,9,NE,6.9,,Scattered Clouds,Day
A-713321,2,2021-06-12,R,Charlotte,Mecklenburg,NC,28213,82,82,66,29.08,10,N,10,0,Partly Cloudy,Day
A-282745,2,2021-12-25,L,Los Angeles,Los Angeles,CA,90017-2416,53,53,89,29.85,4,CALM,0,0,Cloudy,Day
A-250258,2,2021-10-29,R,Sacramento,Sacramento,CA,95821-6635,52,52,100,29.89,7,CALM,0,0,Fair,Day
A-665579,2,2021-09-14,R,Houston,Harris,TX,77096-3102,72,72,84,29.75,2,E,32,0.08,Heavy Rain / Windy,Night
A-968926,2,2021-08-26,L,Victoria,Carver,MN,55386-4527,63,63,90,29.1,9,ENE,17,0.76,T-Storm,Day
A-82757,2,2016-06-30,R,Ruther Glen,Caroline,VA,22546,75.9,,56,30.08,10,Variable,4.6,,Clear,Day
A-184620,2,2017-04-21,R,Los Angeles,Los Angeles,CA,90015,70,,55,29.92,9,Calm,,,Clear,Day
A-761419,2,2021-12-17,R,Springfield,Greene,MO,65804,50,50,100,28.54,10,SSE,13,0.02,Cloudy,Day
A-817585,2,2021-09-08,R,Charlotte,Mecklenburg,NC,28277,73,73,93,29.22,7,SW,7,0,Cloudy,Day
A-693137,2,2021-11-13,R,Saint Paul,Ramsey,MN,55101,33,28,89,28.9,1,S,6,0,Light Snow,Night
A-157483,3,2017-03-15,R,Fort Lee,Bergen,NJ,7024,26.1,11.3,49,29.58,7,West,23,0,Light Snow,Day
A-66331,2,2016-10-13,R,Indianapolis,Marion,IN,46226,57.2,,55,30.27,10,Calm,,,Clear,Day
A-881436,2,2021-11-29,L,New Cuyama,Santa Barbara,CA,93254,82,82,9,29.3,10,W,7,0,Fair,Day
A-845118,2,2021-11-07,R,Bothell,King,WA,98011,41,33,89,29.34,10,S,16,0,Mostly Cloudy,Night
A-697786,2,2021-09-28,R,Whites Creek,Davidson,TN,37189,69,69,81,29.36,10,S,3,0,Fair,Night
A-440854,2,2021-12-22,R,Springfield,Greene,MO,65807-2645,51,51,33,28.66,10,S,13,0,Fair,Day
A-957800,2,2021-04-30,R,Coraopolis,Allegheny,PA,15108-4005,57,57,40,28.58,10,WNW,22,0,Mostly Cloudy / Windy,Day
A-689741,2,2021-12-14,R,Minneapolis,Hennepin,MN,55404,39,31,70,29.08,10,SE,14,0,Cloudy,Night
A-445797,2,2021-11-19,L,Nashville,Davidson,TN,37210-2110,45,45,39,29.77,10,CALM,0,0,Fair,Night
A-1042391,2,2021-12-31,R,Charlotte,Mecklenburg,NC,28205-6538,67,67,79,29.15,10,SSW,12,0,Cloudy,Night
A-578916,2,2021-11-08,L,Fort Washington,Prince George's,MD,20744,56,56,64,30.19,10,SSE,3,0,Fair,Night
A-52050,3,2016-11-06,R,Yulee,Nassau,FL,32097,71.6,,78,30.23,10,NE,10.4,,Clear,Night
A-703075,2,2021-10-19,R,Visalia,Tulare,CA,93292,67,67,36,29.69,10,CALM,0,0,Fair,Day
A-1044288,2,2021-12-23,R,San Bruno,San Mateo,CA,94066,56,56,84,29.74,4,WSW,8,0.16,Light Rain,Day
A-1035169,2,2021-03-20,L,Fallbrook,San Diego,CA,92028-2302,57,57,67,30,10,S,5,0,Fair,Night
A-686995,2,2021-12-13,R,Kansas City,Clay,MO,64116,54,54,43,29.28,10,E,5,0,Fair,Night
A-735874,2,2021-07-17,R,Redlands,San Bernardino,CA,92374,79,79,41,28.76,10,W,5,0,Fair,Night
A-913461,2,2021-10-06,R,Brooksville,Hernando,FL,34613-5771,78,78,90,29.97,10,ESE,12,0,Fair,Day
A-57702,3,2016-11-25,R,Winnetka,Cook,IL,60093,34,28.8,85,30.37,10,West,5.8,,Clear,Night
A-947528,2,2021-11-27,R,Kissimmee,Osceola,FL,34746-5332,70,70,31,29.98,10,N,5,0,Fair,Day
A-74410,3,2016-08-23,R,Gurnee,Lake,IL,60031,82,,47,30.09,10,South,12.7,,Partly Cloudy,Day
A-659368,2,2021-12-28,L,Royalton,Benton,MN,56373,-2,-2,85,28.62,10,SSW,3,0,Cloudy,Night
A-358995,4,2021-12-01,R,Columbus,Muscogee,GA,31909,67,67,33,29.69,10,S,10,0,Fair,Day
A-299319,2,2021-04-11,R,Lost Hills,Kern,CA,93249,77,77,26,29.26,9,NW,9,0,Fair,Day
A-391738,2,2021-07-27,L,Whitethorn,Humboldt,CA,95589-8993,57,57,100,29.62,5,CALM,0,0,Cloudy,Day
A-708364,2,2021-11-20,R,Bend,Deschutes,OR,97703,,,,,,,,,,Night
A-787669,2,2021-03-30,R,Shreveport,Caddo,LA,71101-3906,69,69,90,29.73,9,SSE,8,0,Cloudy,Day
A-674431,2,2021-07-28,R,Brentwood,Davidson,TN,37027,95,95,41,29.39,10,NNE,5,0,Fair,Day
A-373435,2,2021-11-08,R,Ontario,San Bernardino,CA,91761,61,61,67,29.08,10,SSW,3,0,Fair,Night
A-968656,2,2021-05-22,R,Summerville,Dorchester,SC,29485-5308,63,63,100,30.32,10,CALM,0,0,Fair,Night
A-916505,2,2021-11-10,L,Charlotte,Mecklenburg,NC,28277,58,58,60,29.41,10,S,3,0,Fair,Night
A-398055,2,2021-06-26,L,Brandon,Hillsborough,FL,33510-4531,,,,,,,,,,Day
A-394893,2,2021-03-12,R,Memphis,Shelby,TN,38128,73,73,65,29.95,10,WNW,8,0,Partly Cloudy,Day
